[02:05:09 | 13-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x1c2c49ae998396441501f8f30dc0126a153ab6fb0e0c9b30ae6b03ba3fe7cd81
[09:24:06 | 17-02-2025] Transfer Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
[09:24:09 | 17-02-2025] Bridge Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
[09:16:53 | 18-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x8aab286d866e65b9e6efc2e36532a627761f6ec32440a7a47ea5c2004d332d56
[09:17:28 | 18-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x3e0f8512651e251ca076ae6f9492e7f7ec2f7180b1fb3189760657a62ad676ef
[09:20:30 | 18-02-2025] Transfer Task failed for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB: Request failed with status code 400
[09:20:33 | 18-02-2025] Bridge Task failed for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB: Request failed with status code 400
[09:18:12 | 19-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x050fb8c67ab7abade1835d8f4fedc896441f79f7f74d7dcd0a91ab1b59e40281
[09:18:25 | 19-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x86ea12969edaa02a7381f268b94f51ffbe397127b34afb92dc9a72ad4c069cbe
[09:21:28 | 19-02-2025] Transfer Task failed for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB: Request failed with status code 400
[09:21:31 | 19-02-2025] Bridge Task failed for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB: Request failed with status code 400
[09:18:25 | 20-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x997e993381dd63544a45e1f26c36a5e658e267580fc1cbf073e2609d1cbc05b8
[09:18:39 | 20-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x1d3ca63fe2bce2cb9f5324548390eec8d1397fdf95d70635aebbaf1dd3af7e45
[09:21:43 | 20-02-2025] Transfer Task failed for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB: Request failed with status code 400
[09:21:46 | 20-02-2025] Bridge Task failed for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB: Request failed with status code 400
[09:18:47 | 21-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x10dbb235e82de16adebd6aba7471382140d787704ddc4f70f4f03eb337d3eb1e
[09:19:03 | 21-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x2ec52cbc4c5afa951eb0afa39e5ad701678e0e29b57ab976df3c5afb8fe09054
[09:22:06 | 21-02-2025] Transfer Task failed for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB: Request failed with status code 400
[09:22:10 | 21-02-2025] Bridge Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
Error:
[09:15:03 | 22-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x4529430f10409f3aa7fc68263fe77f4f3dca3221f71a7e0033773fa37f2050d7
[09:18:06 | 22-02-2025] Transfer Task failed for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB: Request failed with status code 400
[09:18:09 | 22-02-2025] Bridge Task failed for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB: Request failed with status code 400
[09:22:54 | 23-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x7784565cb04c0615152a54d99ef0011324498f2936320a6779031c6e386f5afc
[09:23:03 | 23-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x830854505b76c29ae5f3f630262c8dbf10dbd8c5e32cac016ae335e9a2465cdf
[09:26:06 | 23-02-2025] Transfer Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
[09:26:09 | 23-02-2025] Bridge Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
[09:22:20 | 24-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xc2c33879ef5b4b97d0548b9dbe511dd3065aa7f138af4603222286d8a5a2bec2
[09:22:39 | 24-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xeb598e972cb7e1054bc86545f2844a8f1a062481c6f3179c05cca7eac2074bff
[09:25:42 | 24-02-2025] Transfer Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
[09:25:45 | 24-02-2025] Bridge Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
Error:
[09:21:03 | 25-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x969115473ac6ad52ade06bea464a39f7ed75a0a4315149ae4a65e608d174a3fb
[09:24:06 | 25-02-2025] Transfer Task failed for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB: Request failed with status code 400
[09:24:09 | 25-02-2025] Bridge Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
[09:20:24 | 26-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x856e5ca72b910dfb3adf191ef2a5f944b0dfe5b908a6fb2efadd93f6a19a4952
[09:20:50 | 26-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xfae0918015d5c1e0458c8639c1cc3a399e35b30429ede6562cee915563ec0145
[09:23:53 | 26-02-2025] Transfer Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
[09:23:56 | 26-02-2025] Bridge Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
[09:21:18 | 27-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x0d5b221fabd0a1d83f35b7a6ab109b091fbe7589fde30cc5bff559b9782ff8e1
[09:21:27 | 27-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xe8205ba666b4745d3ea24b5c27fbe775c89ba7f1700cd8d58596657394b7b7b2
[09:24:30 | 27-02-2025] Transfer Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
[09:24:33 | 27-02-2025] Bridge Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
[09:21:49 | 28-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x3be84f185397227722448ee005fd1c25cdfe9ab8c0c4f9f10559ba94356af6fb
[09:22:01 | 28-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x1aa7ed53d59c72bc0eb004420cb0d3c92e66b6e4ec0a4223434108bd932d17a6
[09:25:04 | 28-02-2025] Transfer Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
[09:25:07 | 28-02-2025] Bridge Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
[09:25:46 | 01-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x20d51628edf61e581277d4de6a27eb15cb5348761e0288bf911dfec54c34a104
[09:26:01 | 01-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xf19efbd7805d58d2e3d124ac8a9e8783a18a29b858a020abe7d2d0df880b5103
[09:29:04 | 01-03-2025] Transfer Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
[09:29:07 | 01-03-2025] Bridge Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
[09:24:44 | 02-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x017edc100edc9b00e1e9675902b17d22649b0f34100bd17a1ded9fb627c9f3dd
[09:24:51 | 02-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x5cdc737051a42d320fc30ab1bf91dc43ece26fe6dfd86dd80a42a067d5069fb6
[09:27:55 | 02-03-2025] Transfer Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
[09:27:58 | 02-03-2025] Bridge Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
[09:23:19 | 03-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x75b27adc5d33df93cf732ebfe034f65c7fe1e4889e48c16df616ec83a50761f4
[09:23:50 | 03-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x3726721afb06dbb2bd82301a0e8af69ae3fa2508a988652f6e4f920af1efa49e
[09:26:53 | 03-03-2025] Transfer Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
[09:26:56 | 03-03-2025] Bridge Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
[09:22:41 | 04-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x4fb5dcae52a15c45aecb5719c490910f9de4e911636640b0e807a38c19b3f7a0
[09:22:50 | 04-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x18b6e093666586feb736bbf1973b110fbfdc82bb3ea3f6d540ad30b5d3083caa
[09:25:53 | 04-03-2025] Transfer Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
[09:25:56 | 04-03-2025] Bridge Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
[09:22:27 | 05-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xf3a8e023d3c7185eacc801d1fb2df6e9a292a97dd57798bd6a71d0b032cf217e
[09:22:38 | 05-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x446606a7017e4bdda426774172387831a67865f71fa94469272c00ebd05dc610
[09:25:41 | 05-03-2025] Transfer Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
[09:25:44 | 05-03-2025] Bridge Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
[09:22:44 | 06-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x403833ae89029b1a4dbe7b0258b42c58075824160153efb003aaf6c1e218a058
[09:23:03 | 06-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x2ceb62f7fe8e687a10aaa5665c95ad7c7ac48d97117a0b549f6321613688be85
[09:26:06 | 06-03-2025] Transfer Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
[09:26:09 | 06-03-2025] Bridge Task failed for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB: Request failed with status code 400
[09:23:34 | 07-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x7ee375837d5d6bc61235ca8d44c3e6fb0ba5f4ba0b8bf8abdcce5130ed96d311
[09:23:51 | 07-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xf05aed6ea65b6709302aa62ef82d639bd2123167be781ddc4d8b2668e1515d78
[09:26:54 | 07-03-2025] Transfer Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
[09:26:57 | 07-03-2025] Bridge Task failed for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB: Request failed with status code 400
[08:58:53 | 08-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xf03d627f6284f163359be713d0e8016dd044c15a262a8e2cc5b7993308100271
[08:59:04 | 08-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xeda935a893e95acf19e98beac103e7cdabb56fae7241d2213556114140e1cffd
[09:02:07 | 08-03-2025] Transfer Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
[09:02:10 | 08-03-2025] Bridge Task failed for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB: Request failed with status code 400
[09:03:41 | 09-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xef93d718dc182a20a58d3c32ec80be0566bef3907140aea20480ede3415e8943
[09:03:48 | 09-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x5edc707d65a79b65a381ca59ca825e279538e4b501a3451a49dc0982a1587153
[09:06:51 | 09-03-2025] Transfer Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
[09:06:54 | 09-03-2025] Bridge Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
[09:23:35 | 11-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x60d3df99e23b71110d308f932a46ce9b56657c9ae579f6bc65c24419c6d75d38
[09:23:50 | 11-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x90a6974f0aaa384c4b69b9e05fd6b26a731424e772075eb92a52f8a7f10b9ec6
[09:26:53 | 11-03-2025] Transfer Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
[09:26:56 | 11-03-2025] Bridge Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
Error:
[09:23:14 | 12-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x9fa52aeb0593d9c6d2c0b47f200d9993c9b550baf42668b9568fac274dbf0a74
[09:26:17 | 12-03-2025] Transfer Task failed for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB: Request failed with status code 400
[09:26:20 | 12-03-2025] Bridge Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
Error:
[09:24:40 | 13-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x86720363d84ac77ac64a35bbd3e4b5c034acd2b303c8d7055f7f15b282c60923
[09:27:43 | 13-03-2025] Transfer Task failed for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB: Request failed with status code 400
[09:27:46 | 13-03-2025] Bridge Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
Error:
[09:22:39 | 14-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x9d616ad168e0e0b00261a18666b22d822c74aa759acf26d5a16898952ec9a18a
[09:25:42 | 14-03-2025] Transfer Task failed for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB: Request failed with status code 400
[09:25:45 | 14-03-2025] Bridge Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
Error:
[09:21:05 | 15-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x24410f4050bc2b84d0ecfaf32a3e2ebbcfabc0ed5d08246bec7b53c19ee1f209
[09:24:08 | 15-03-2025] Transfer Task failed for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB: Request failed with status code 400
[09:24:11 | 15-03-2025] Bridge Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
Error:
[09:34:51 | 16-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x95629711a29bbc402ac04e662d4db12be89c9762063c25293e272b35f1bae052
[09:37:54 | 16-03-2025] Transfer Task failed for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB: Request failed with status code 400
[09:37:57 | 16-03-2025] Bridge Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
Error:
[09:27:27 | 17-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x3c1f4cb7adcdb85a5c38e2cbb35393f41d00244ab867b8c4b9f357d6893becd4
[09:30:30 | 17-03-2025] Transfer Task failed for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB: Request failed with status code 400
[09:30:33 | 17-03-2025] Bridge Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
Error:
[09:25:50 | 18-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xc5b749093db7f0d3951398cd1ac763f6349d403b03c545f071dec8944ee20530
[09:28:53 | 18-03-2025] Transfer Task failed for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB: Request failed with status code 400
[09:28:56 | 18-03-2025] Bridge Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
Error:
[09:25:25 | 19-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x36ecadd24243f1db784eca17a2a2267c2161f83dd2c35596750e5a44cd5e7b9d
[09:28:29 | 19-03-2025] Transfer Task failed for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB: Request failed with status code 400
[09:28:32 | 19-03-2025] Bridge Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
Error:
[09:24:04 | 20-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xe990894e68a9202719dd86c064510d7ad530f18d5d64dd94e2d505bb75c2a8a3
[09:27:07 | 20-03-2025] Transfer Task failed for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB: Request failed with status code 400
[09:27:09 | 20-03-2025] Bridge Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
Error:
[09:25:26 | 21-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xabbf7dc737430bca69a05bd27744cf9d20db8b46014049ae20ea888d2a9bbcb4
[09:28:29 | 21-03-2025] Transfer Task failed for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB: Request failed with status code 400
[09:28:32 | 21-03-2025] Bridge Task failed for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB: Request failed with status code 400
Error:
[09:22:24 | 22-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xd1c896645b0b91ec8b49e0e4194967368dfda9a3ad539678fa027b9701fa83e0
[09:25:28 | 22-03-2025] Transfer Task failed for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB: Request failed with status code 400
[09:25:31 | 22-03-2025] Bridge Task failed for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB: Request failed with status code 400
Error:
[09:37:50 | 23-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xfdc46a25c8eacc570c5fce24324e9922e0fe254ea9bb9e728a07fb8dc16a7873
[09:40:53 | 23-03-2025] Transfer Task failed for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB: Request failed with status code 400
[09:40:56 | 23-03-2025] Bridge Task failed for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB: Request failed with status code 400
Error:
[09:37:25 | 24-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x8afba07788d2ca94cb49b3c3213bd9f399744bcb2346422129846d9626bc8e9b
[09:40:28 | 24-03-2025] Transfer Task failed for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB: Request failed with status code 400
[09:40:31 | 24-03-2025] Bridge Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
Error:
[09:26:37 | 25-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x034001d94def7cf9e542a908bcae957cda8f3d6266e64f8fed238855806cafb8
[09:29:40 | 25-03-2025] Transfer Task failed for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB: Request failed with status code 400
[09:29:43 | 25-03-2025] Bridge Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
Error:
[09:25:42 | 26-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xc45ad8ba3dd24ebad6ed9cb379fdecd24a105ea0323d9746f20d3811c3adae7d
[09:28:44 | 26-03-2025] Transfer Task failed for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB: Request failed with status code 400
[09:28:47 | 26-03-2025] Bridge Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
Error:
[09:25:50 | 27-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x04dbd7f2e194bdafc4db885ad1b4392e7d4304dc298688e69d301fb1d148ff02
[09:28:53 | 27-03-2025] Transfer Task failed for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB: Request failed with status code 400
[09:28:56 | 27-03-2025] Bridge Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
Error:
[09:27:26 | 28-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x5eea2d7d062907eb5627eea58949028313876e50e1e3954735c7a40d8b21e353
[09:30:29 | 28-03-2025] Transfer Task failed for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB: Request failed with status code 400
[09:30:32 | 28-03-2025] Bridge Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
Error:
[09:24:27 | 29-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x8720bd95bc68bf0f65da6e9a34b9dc1f8aced7f326a4a813763c1161fe330609
[09:27:31 | 29-03-2025] Transfer Task failed for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB: Request failed with status code 400
[09:27:34 | 29-03-2025] Bridge Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
Error:
[09:40:15 | 30-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xc24408ccabf49e49054e5222cbfaba19d56d887752921c4a04c99b890afe6772
[09:43:18 | 30-03-2025] Transfer Task failed for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB: Request failed with status code 400
[09:43:21 | 30-03-2025] Bridge Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
Error:
[09:40:13 | 31-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xcd4f67ff43d0d44da27b96b8f9819ca651ae839a200af32de4420e208dec1744
[09:43:17 | 31-03-2025] Transfer Task failed for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB: Request failed with status code 400
[09:43:20 | 31-03-2025] Bridge Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
Error:
[09:46:27 | 01-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x34cb6f8096600b514540cceecbd57564063f3f413eef7ab70b902bd6b4429665
[09:49:30 | 01-04-2025] Transfer Task failed for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB: Request failed with status code 400
[09:49:33 | 01-04-2025] Bridge Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
Error:
[09:35:03 | 02-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x93b93569dc0af38b585b40fa6b570789b844e01caaac8ee5b70778b1a8a962af
[09:38:07 | 02-04-2025] Transfer Task failed for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB: Request failed with status code 400
[09:38:10 | 02-04-2025] Bridge Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
Error:
[09:27:15 | 03-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xe48c756e84840d51029d368c60ec085d4fa1c5b58c5cd24b7dbd427afae77ac7
[09:30:18 | 03-04-2025] Transfer Task failed for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB: Request failed with status code 400
[09:30:21 | 03-04-2025] Bridge Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
Error:
[09:26:52 | 04-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x978066af99d184115c7f8ab8a46c2d0e47fedcad6cbfb16a05b47f27ee3b82bd
[09:29:55 | 04-04-2025] Transfer Task failed for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB: Request failed with status code 400
[09:29:58 | 04-04-2025] Bridge Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
Error:
[09:24:52 | 05-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x338767e70537e0218247b6d6b603e96b6cbb4d6a6e10ab74dc49fbb37e3da40c
[09:27:55 | 05-04-2025] Transfer Task failed for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB: Request failed with status code 400
[09:27:58 | 05-04-2025] Bridge Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
Error:
[09:38:38 | 06-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x6113b2f1988b3310bc9ed480bf53f2b41f139108eaac886db1c37c2c69da1a86
[09:41:41 | 06-04-2025] Transfer Task failed for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB: Request failed with status code 400
[09:41:44 | 06-04-2025] Bridge Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
Error:
[09:38:49 | 07-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x2a804cd76145d061f8b0a1c90f1ecd2b19fcb4af69a232b5fe231e7d0da7fb31
[09:41:52 | 07-04-2025] Transfer Task failed for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB: Request failed with status code 400
[09:42:00 | 07-04-2025] Bridge Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
Error:
[09:34:39 | 08-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x826f40a9a5b77511d8c2929d05650fa169f5d8260fc3ae61d27311e86a7a1a55
[09:37:43 | 08-04-2025] Transfer Task failed for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB: Request failed with status code 400
[09:37:46 | 08-04-2025] Bridge Task successful for 0xF99745aac0EEB7C04197327872514f2C6D9B8bEB
Error:
